day,no,word,meaning
DAY15,69,volume,"(소리)크기,양,책"
DAY15,70,close a deal,계약을 체결하다
DAY15,71,complicate,복잡하게 하다
DAY15,72,dial a number,"전화번호를 돌리다, 전화를 걸다"
DAY15,73,disadvantage,불이익
DAY15,74,focus on,~에 집중하다
DAY15,75,for ages,오랫동안
DAY15,76,household,"가족, 가구 세대"
DAY15,77,I have no idea.,잘 모르겠어요.
DAY15,78,lock up,(자물쇠를 채워) 보관하다
DAY15,79,make a deposit,"계약금을 치르다, 보증금을 치르다"
DAY15,80,make a mistake,실수하다
DAY15,81,peak,"절정, 최고점"
DAY15,82,rain check,"우천 교환권, 후일 구매권"
DAY15,83,rent out,~을 임대하다
DAY15,84,rental agreement,임대 계약서
DAY15,85,rough,"힘든, 거친"
DAY15,86,royalty,저작권 사용료
DAY15,87,run in several directions,여러 방향으로 뻗어 있다
DAY15,88,scare,겁주다
DAY15,89,sign a contract,계약서에 서명하다
DAY15,90,under a contract,계약 하에
DAY15,91,win a contract,계약을 따내다
DAY15,92,agreeable,"기꺼이 동의하는, 기분 좋은"
DAY15,93,call out,~를 부르다
DAY15,94,convincing,설득력 있는
DAY15,95,diplomatic,외교상의
DAY15,96,equality,"같음, 평등, 대등"
DAY15,97,ethical,"윤리적인, 도덕에 관계된"
DAY15,98,hesitate,"망설이다, 머뭇거리다"
DAY15,99,in contrast,반대로
DAY15,100,instrumental,(어떤 일을 하는 데) 중요한
DAY15,101,lengthen,"길어지다, 늘이다"
DAY15,102,make a move,행동을 취하다
DAY15,103,offend,(규칙을) 위반하다
DAY15,104,opposing,"대립하는, 반대하는"
DAY15,105,origin,"시초, 기원"
DAY15,106,rational,합리적인
DAY15,107,recognition,인정
DAY15,108,refusal,"거절, 거부"
DAY15,109,sarcastic,"풍자적인, 빈정거리는"
DAY15,110,selected,"선택된, 선발된"
DAY15,111,sort of,"다소, 얼마간, 말하자면"
DAY15,112,surely,"틀림없이, 꼭"
DAY15,113,surprise,"놀라게 하다, 놀라운 일"
DAY15,114,uninterested,"흥미 없는, 무관심한"
DAY15,115,verbal,"말의, 구두의"
DAY15,116,virtual,사실상의
DAY15,117,within reason,온당한 범위 내에서
DAY15,118,be in agreement,동의하다
DAY15,119,draw up a new agreement,새 계약서를 작성하다
DAY15,120,enclosure,"동봉(한 것), 동봉물, 둘러쌈"
DAY15,121,generation gap,세대 차이
DAY15,122,have difficulty (in) -ing,~하는데 어려움을 겪다
DAY15,123,in an attempt to,~하려는 시도로
DAY15,124,in appreciation of,~에 감사하여
DAY15,125,in print,인쇄된
DAY15,126,in summary,요약하면
DAY15,127,lifetime employment,종신 고용
DAY15,128,low-income resident,저소득 주민
DAY15,129,make a bid,입찰하다
DAY15,130,make a contract with,~와 계약을 맺다
DAY15,131,on hand,가까이에
DAY15,132,replica,복제품
DAY15,133,rigid,"엄격한, 완고한"
DAY15,134,security deposit,보증금
DAY15,135,sequential,순차적인
DAY15,136,successful candidate,합격자
DAY15,137,take A seriously,A를 진지하게 받아들이다
DAY15,138,moderator,"(토론 등의) 사회자, 중재자"
DAY15,139,solicit,"요청하다, 간청하다"
DAY15,140,commercial relations,통상 관계
DAY15,141,It is no wonder(that),~은 당연하다
DAY15,142,relinquish,포기하다
DAY15,143,mediation,"조정, 중재"
DAY15,144,preferential treatment,우대
DAY15,145,omission,"생략, 누락"
DAY15,146,rocky,장애가 많은
DAY15,147,credit limit,신용대출 한도액
DAY15,148,trustworthy,믿을 수 있는
DAY15,149,inconclusively,"결론 없이, 요점 없이"
DAY15,150,subcontract,하청 계약
DAY15,151,recollection,"회상, 회고"
DAY15,152,embark,"착수하다,나서다"
DAY15,153,foil,좌절시키다
DAY15,154,down payment,"계약금, 첫 할부금"
DAY15,155,portray,(인물∙풍경을) 그리다
DAY15,156,reinstall,재설치하다
DAY15,157,annotated,(책 등이) 주석이 달린
DAY15,158,impartially,"공명정대하게, 치우치지 않게"
DAY15,159,think over,숙고하다
DAY15,160,repave,(도로를) 재포장하다
DAY15,161,originate in,~에서 시작되다
DAY15,162,affiliation,합병
DAY15,163,subcontractor,"하청인, 하청업자"
DAY15,164,beside the point,요점을 벗어난
DAY15,165,run the risk of,~의 위험을 무릅쓰다
DAY15,166,remembrance,추억
DAY15,167,arbitration,중재
DAY15,168,provision,(조약의) 조항
DAY16,1,completely,"전적으로, 완전히"
DAY16,2,refuse,거절하다
DAY16,3,temporarily,일시적으로
DAY16,4,dealer,"판매업자, 상인"
DAY16,5,bulk,대량의
DAY16,6,inventory,"재고품, 재고 목록"
DAY16,7,short,부족한
DAY16,8,cost,"비용, (비용)이 들다"
DAY16,9,selection,"선택된 것, 정선품"
DAY16,10,commercial,"상업의, 상업적인, 광고"
DAY16,11,order,"주문하다, 주문, 주문품"
DAY16,12,provide,"공급하다, 제공하다"
DAY16,13,contact,"~와 연락하다, 
(상업적 목적으로)교섭하고 있는 사람"
DAY16,14,invoice,송장
DAY16,15,move,"옮기다, 움직이다, 조치, 수단, 이동, 이사"
DAY16,16,supply,"공급하다, 공급, 비품, 소모품"
DAY16,17,discount,할인
DAY16,18,distribute,"배포하다, 배급하다"
DAY16,19,acquisition,"인수, 구입한 것"
DAY16,20,assure,"~에게 보장하다, ~을 안심시키다, 장담하다"
DAY16,21,subject,"~의 영향을 받기 쉬운, (동의 등을)조건으로 하는
~에게 (~을) 받게하다"
DAY16,22,seek,"구하다, 찾다"
DAY16,23,satisfactory,만족스러운
DAY16,24,confirmation,"확인, 확증"
DAY16,25,unable,~할 수 없는
DAY16,26,payment,"지불(금액), 납입(금액)"
DAY16,27,measure,"대책, 조치, 수단, 측정하다"
DAY16,28,bargain,"특가품, 흥정"
DAY16,29,stock,"재고, 주식"
DAY16,30,affordability,감당할 수 있는 내용
DAY16,31,clientele,"(집합적)고객들, (변호사·건축가 등의)모든 의뢰인"
DAY16,32,acclaim,"호평, 찬사"
DAY16,33,represent,~을 대표하다
DAY16,34,rating,"등급, 평가"
DAY16,35,encompass,"포함하다, 둘러싸다"
DAY16,36,finalize,"마무리 짓다, 완결하다"
DAY16,37,market,시장
DAY16,38,retail,소매
DAY16,39,commodity,"상품, 산물"
DAY16,40,quote,"견적(액), 견적을 내다"
DAY16,41,consignment,위탁 판매
DAY16,42,checklist,점검표
DAY16,43,client,"고객, 의뢰인"
DAY16,44,communicate,의사소통하다
DAY16,45,exchange,"교환, 교환하다"
DAY16,46,film studio,영화 제작사
DAY16,47,journal,"신문, 잡지, 일지"
DAY16,48,journalist,기자
DAY16,49,magazine,잡지
DAY16,50,newspaper,신문
DAY16,51,newsstand,신문 가판대
DAY16,52,parade,"퍼레이드, 행렬"
DAY16,53,publisher,"출판사, 발행자"
DAY16,54,reader,독자
DAY16,55,reporter,"보도 기자, 리포터"
DAY16,56,sales trend,판매 추세
DAY16,57,comforting,위로가 되는
DAY16,58,excellently,뛰어나게
DAY16,59,export,"수출하다, 수출"
DAY16,60,former,예전의
DAY16,61,govern,"통치하다, 지배하다"
DAY16,62,government,정부
DAY16,63,import,"수입하다, 수입"
DAY16,64,politician,정치인
DAY16,65,politics,"정치, 정치학"
DAY16,66,shortly,얼마 안되어
DAY16,67,start,"시작하다, 시작"
DAY16,68,supplier,공급자
DAY16,69,unlikely,~일 것 같지 않은
DAY16,70,back away from,"~에서 뒷걸음치다, 물러나다"
DAY16,71,be closed for the day,(영업시간이 끝나) 문을 닫다
DAY16,72,be determined to do,~하기로 결심하다
DAY16,73,business day,영업일
DAY16,74,commercial space,상업공간
DAY16,75,day after tomorrow,모레
DAY16,76,front-page story,1면 기사
DAY16,77,give a good price,좋은 가격에 주다
DAY16,78,headline,기사 제목
DAY16,79,in stock,재고가 있는
DAY16,80,lead (up/down) to,"~로 이어지다, ~로 통하다"
DAY16,81,make a recording,"녹음하다, 녹화하다"
DAY16,82,normal operating hours,정상 영업시간
DAY16,83,on sale,판매되고 있는
DAY16,84,on the market,시판 중인
DAY16,85,out of print,절판된
DAY16,86,out of stock,재고가 없는
DAY16,87,overcharge,"바가지 씌우다, 부당한 값을 요구하다"
DAY16,88,payment option,결제 방법
DAY16,89,place an order,주문하다
DAY16,90,put A out for sale,A를 판매하기 위해 내놓다
DAY16,91,retail store,소매점
DAY16,92,run out of,"~을 다 써 버리다, ~이 바닥나다"
DAY16,93,sales presentation,제품 소개
DAY16,94,salesperson,"판매원, 외판원"
DAY16,95,sold out,매진된
DAY16,96,stay open late,늦게까지 영업하다
DAY16,97,stockroom,물품 보관소
DAY16,98,storage facility,창고 시설
DAY16,99,storeroom,저장실
DAY16,100,take inventory,재고 목록을 만들다
DAY16,101,accordingly,"그에 알맞게, 따라서"
DAY16,102,adaptable,적응할 수 있는
DAY16,103,along with,~와 함께
DAY16,104,at the latest,늦어도
DAY16,105,compliant,준수하는
DAY16,106,correspond,"일치하다, 부합하다"
DAY16,107,cultivation,"우호 증진, 양성"
DAY16,108,do business with,~와 거래하다
DAY16,109,had better do,"~하는 편이 낫다, ~ 해야 한다"
DAY16,110,honorable,"고결한, 정직한"
DAY16,111,perceptive,통찰력 있는
DAY16,112,reasonably,"합리적으로, 적당하게"
DAY16,113,transformation,"변화, 변신"
DAY16,114,attain,(목표를) 달성하다
DAY16,115,barter,"물물 교환하다, 물물 교환"
DAY16,116,boycott,"불매하다, 불매 운동"
DAY16,117,capitalize on,"~을 이용하다, 기회로 삼다"
DAY16,118,council,"이사회, 의회"
DAY16,119,Department of Commerce,상무부
DAY16,120,depot,"창고, 저장소"
DAY16,121,diminish,감소하다
DAY16,122,duty-free,"관세가 없는, 면세의"
DAY16,123,election,선거
DAY16,124,exercise one's right,권리를 행사하다
DAY16,125,federal,연방의
DAY16,126,hold power,권력을 쥐다
DAY16,127,inclination,"의향, 뜻"
DAY16,128,inevitable,불가피한
DAY16,129,loyal customer,단골 고객
DAY16,130,outside provider,외부 공급자
DAY16,131,poll,여론 조사
DAY16,132,possession,"소유물, 소유"
DAY16,133,scarce,부족한
DAY16,134,status,지위
DAY16,135,switch A to B,A를 B를 바꾸다
DAY16,136,wholesaler,도매업자
DAY16,137,withstand,"견디다, 이겨내다"
DAY16,138,run an article,기사를 게재하다
DAY16,139,step down,물러나다
DAY16,140,come to power,권력을 잡다
DAY16,141,write up,"(사건을) 기록하다, 쓰다"
DAY16,142,barring,~이 없다면
DAY16,143,itemized,항목별로 구분된
DAY16,144,protocol,의정서
DAY16,145,drawback,"약점, 문제점"
DAY16,146,parliament,"의회, 국회"
DAY16,147,peddler,행상인
DAY16,148,be closed to the public,일반인 출입이 금지되다
DAY16,149,profoundly,깊이
DAY16,150,take an action against,~를 고소하다
DAY16,151,contend with,~와 다투다
DAY16,152,in the prepaid envelope,우편요금이 선납 된 봉투에
DAY16,153,cast a ballot,투표하다
DAY16,154,nationalize,국영화하다
DAY16,155,diversified,"다양한, 여러 가지의"
DAY16,156,in place of,~을 대신하여
DAY16,157,keep track of,~을 계속 알고 있다
DAY16,158,breaking news,속보
DAY16,159,scarcity,부족
DAY16,160,surrender,양도하다; 항복하다
DAY16,161,predominantly,"대개, 대부분"
DAY16,162,facilitator,"조력자, 협력자"
DAY16,163,summit,정상 회담
DAY16,164,third party,제삼자
DAY16,165,bureaucracy,관료 제도
DAY16,166,constituency,"단골, 고객층; 선거구, 유권자"
DAY16,167,unsuccessful candidate,"불합격자, 낙선 후보"
DAY16,168,price quote,견적서
DAY17,1,fragile,깨지기 쉬운
DAY17,2,perishable,부패하기 쉬운
DAY17,3,deliver,"배달하다, (연설을)하다"
DAY17,4,ensure,"확실하게 하다, 보장하다"
DAY17,5,courier,급송 택배
DAY17,6,carton,(큰) 판지 상자
DAY17,7,address,"주소, (어려운 문제 등을) 처리하다, 다루다"
DAY17,8,shipment,"선적, (화물의) 발송, 수송품, 적하물"
DAY17,9,particularly,특히
DAY17,10,adequately,적절히
DAY17,11,article,"물품, 물건, 기사, 논설"
DAY17,12,efficient,"(기계·방법 등이) 효과적인, 능률적인"
DAY17,13,agency,"대행 회사, 대리점"
DAY17,14,enclose,"~을 동봉하다,~을 둘러싸다, 에워싸다"
DAY17,15,careful,"조심스러운, 주의 깊은"
DAY17,16,pick up,"~을 찾다, (사람·물건 등을) 도중에서 태우다"
DAY17,17,carry,"지니다, (물품을) 팔다, 가게에 놓다"
DAY17,18,attach,"붙이다, 접착하다, 첨부하다"
DAY17,19,formerly,이전에
DAY17,20,package,"소포, 꾸러미"
DAY17,21,react,"반응하다, 대응하다"
DAY17,22,content,내용물
DAY17,23,convenience,"편의, 편리"
DAY17,24,acknowledge,"인정하다, (편지 등의) 수령을 알리다"
DAY17,25,caution,"주의, 조심"
DAY17,26,correspondence,"편지, 통신문"
DAY17,27,separate,"분리하다, 분류하다, 분리된, 따로 떨어진, 독립된"
DAY17,28,remarkable,"현저한, 두드러진"
DAY17,29,handle,"취급하다, 다루다"
DAY17,30,warehouse,"창고, 저장소"
DAY17,31,impose,(세금 등을) 부과하다
DAY17,32,storage,"보관소, 저장소"
DAY17,33,detach,"분리하다, 떼다"
DAY17,34,envelope,봉투
DAY17,35,exclusion,"제외, 배제"
DAY17,36,recipient,수신자
DAY17,37,affix,(우표 등을) 붙이다
DAY17,38,incorrect,부정확한
DAY17,39,oblige,"어쩔 수 없이 ~하게 하다, ~에게 강요하다"
DAY17,40,step,"단계, 조치, 수단"
DAY17,41,distinctive,독특한
DAY17,42,discreet,"신중한, 조심스러운, 분별력 있는"
DAY17,43,butcher's shop,정육점
DAY17,44,cargo,"화물, 짐"
DAY17,45,clinic,"진료소, 상담소"
DAY17,46,crate,나무 상자
DAY17,47,flow,"(공급·생산품의) 흐름, 이동, 흐르다"
DAY17,48,following week,다음 주
DAY17,49,get a ticket,표를 구하다
DAY17,50,in storage,보관 중인
DAY17,51,load,"짐, 작업량"
DAY17,52,mail,"우편물, 우편으로 보내다"
DAY17,53,museum,박물관
DAY17,54,parcel,소포
DAY17,55,pick up packages,소포를 찾아가다
DAY17,56,pottery,도자기
DAY17,57,public park,공원
DAY17,58,stamp,"~에 도장을 찍다, 우표"
DAY17,59,van,대형 밴
DAY17,60,venue,장소
DAY17,61,weight,"무게, 중량"
DAY17,62,barrier,"장애, 장벽"
DAY17,63,base,기반
DAY17,64,due date,만기일
DAY17,65,fashion,"방법, 방식"
DAY17,66,instructor,강사
DAY17,67,offload,짐을 내리다
DAY17,68,parking pass,주차권
DAY17,69,shipping,"배송, 운송, 선적"
DAY17,70,trade,무역
DAY17,71,as of now,현재로서는
DAY17,72,broker,중개인
DAY17,73,canal,"운하, 수로"
DAY17,74,carry a large parcel,큰 짐을 운반하다
DAY17,75,closing,"폐쇄, 폐회의, 마감하는"
DAY17,76,courier service,택배회사
DAY17,77,door-to-door delivery,택배
DAY17,78,drive off,"(차를)출발시키다, 몰아내다"
DAY17,79,drop off,"갖다주다, 내려놓다"
DAY17,80,dry cleaner(=drycleaner's),세탁소
DAY17,81,floor manager,매장감독
DAY17,82,hold onto the handrail,난간을 붙잡다
DAY17,83,in transit,운송 중에
DAY17,84,inn,여관
DAY17,85,lab report,실험 보고서
DAY17,86,lab technician,연구실 기술자
DAY17,87,lace,"끈, 끈을 묶다"
DAY17,88,legal department,법률부서
DAY17,89,load A onto B,A를 B에 싣다
DAY17,90,load a truck,트럭에 짐을 싣다
DAY17,91,loaded with,(짐을) 실은
DAY17,92,loading,"적재, 선적"
DAY17,93,lost in delivery,배송 중에 분실된
DAY17,94,mailing list,우편물 수취인 명부
DAY17,95,make a delivery,배달하다
DAY17,96,packing tape,포장테이프
DAY17,97,pass over,~의 위를 지나가다
DAY17,98,pavement,"포장도로, 인도"
DAY17,99,people on foot,보행자들
DAY17,100,pick up passengers,승객을 태우다
DAY17,101,pier,"부두, 방파제, 선창"
DAY17,102,pile up,~을 쌓다
DAY17,103,postal,우편의
DAY17,104,strap,끈(줄)으로 묶다
DAY17,105,time limit,기한
DAY17,106,waterway,"(배가 다닐 수 있는) 수로, 항로"
DAY17,107,weigh,무게가~이다
DAY17,108,weight limit,중량 제한
DAY17,109,wrap up,"~을 싸다, ~을 포장하다"
DAY17,110,correction,"정정, 수정"
DAY17,111,delivery option,배송 선택 사항
DAY17,112,discard,버리다
DAY17,113,express mail,급행 우편
DAY17,114,fortunately,"다행스럽게도, 운 좋게도"
DAY17,115,ideally,"이상적으로, 완벽하게"
DAY17,116,load size,적재 수하물 크기
DAY17,117,marginally,"아주 조금, 미미하게"
DAY17,118,ordered,"정돈된, (질서) 정연한"
DAY17,119,ordering,"정리, 배치"
DAY17,120,ordinarily,"보통은, 정상적으로는"
DAY17,121,packaging,"포장, 포장재"
DAY17,122,provided(that),(만약)~라면
DAY17,123,respond to,~에 응답하다
DAY17,124,separation,"분리, 구분"
DAY17,125,sizable,"상당한 크기의, 꽤 큰"
DAY17,126,society,"사회, 협회"
DAY17,127,accelerate,"촉진하다, 가속화하다"
DAY17,128,additional charge,추가 요금
DAY17,129,ahead of schedule,예정보다 일찍
DAY17,130,at the last minute,막판에
DAY17,131,by hand,"인편으로, 손으로"
DAY17,132,car maintenance,자동차 정비
DAY17,133,city official,시 공무원
DAY17,134,free of charge,무료
DAY17,135,postage,우편 요금
DAY17,136,trade negotiation,무역 협상
DAY17,137,trade show,무역 박람회
DAY17,138,without delay,지연되지 않고
DAY17,139,institute,"협회, 연구소"
DAY17,140,selective,"선택적인, 까다로운"
DAY17,141,stow,"(짐을) 넣다, 싣다"
DAY17,142,progression,"진행, 진전"
DAY17,143,freight,"운송 화물, 화물 운송"
DAY17,144,logistics,"물류, 실행 계획"
DAY17,145,loading dock,하역장
DAY17,146,expatriate,국적을 상실한 사람
DAY17,147,alumni association,동창회
DAY17,148,reciprocal,"상호의, 서로의"
DAY17,149,decidedly,"확실히, 명백히; 단호히"
DAY17,150,surplus,"잉여, 흑자"
DAY17,151,expedite,"신속히 처리하다, 진척시키다"
DAY17,152,embargo,"(특정 상품의) 무역 금지, 통상 금지"
DAY17,153,oversight,부주의; 감독
DAY17,154,heritage,"전통, 유산"
DAY17,155,registered mail,등기 우편
DAY17,156,province,지방
DAY17,157,consulate,영사관
DAY17,158,import license,수입 허가(서)
DAY17,159,openly,"터놓고, 솔직하게"
DAY17,160,wheelbarrow,손수레
DAY17,161,handling,처리; 조작
DAY17,162,realtor,부동산 중개업자
DAY17,163,intended recipient,해당 수취인
DAY17,164,institution,"기관,(학교∙병원 등의) 시설"
DAY17,165,classified,기밀의
DAY17,166,inaugurate,정식으로 ~을 개시하다
DAY17,167,janitor,(건물) 관리인
DAY17,168,bilateral,쌍방의
DAY18,1,check in,"체크인하다, 숙박 수속을 하다"
DAY18,2,compensate,보상하다
DAY18,3,complimentary,"무료의, 우대의"
DAY18,4,chef,주방장
DAY18,5,container,"용기, 그릇"
DAY18,6,elegant,"우아한, 고상한"
DAY18,7,flavor,"맛, 풍미"
DAY18,8,accommodate,"(건물 등이)~을 수용하다, 숙박시키다,
(조건·요구 등을) 만족시키다"
DAY18,9,available,"(사물이) 이용 가능한, (사람이) 시간이 있는"
DAY18,10,reception,"환영회, (호텔·회사·병원 등의) 접수처"
DAY18,11,in advance,"미리, 사전에"
DAY18,12,refreshments,"다과, 가벼운 음식물"
DAY18,13,make,"~을 하다, ~을 만들다"
DAY18,14,cater,(연회 등의)음식물을 공급하다
DAY18,15,reservation,"예약, 지정, 보호구역"
DAY18,16,beverage,음료
DAY18,17,confirm,확인하다
DAY18,18,cancel,취소하다
DAY18,19,rate,요금
DAY18,20,conveniently,편리하게
DAY18,21,decorate,장식하다
DAY18,22,information,"정보, 자료"
DAY18,23,retain,"유지하다, 보유하다"
DAY18,24,atmosphere,"분위기, 환경"
DAY18,25,cuisine,(독특한)요리
DAY18,26,sequence,"순서, 차례"
DAY18,27,extensive,"광범위한, 넓은"
DAY18,28,prior,"전의, 먼저의"
DAY18,29,book,예약하다
DAY18,30,amenity,편의 시설
DAY18,31,belongings,"소지품, 소유물"
DAY18,32,entirely,완전히
DAY18,33,ease,"완화시키다, 쉬움, 용이함"
DAY18,34,ingredient,"재료, 성분"
DAY18,35,sip,"음미하며, 마시다, 홀짝거리다"
DAY18,36,stir,"휘젓다, 뒤섞다"
DAY18,37,choice,"선택물, 선택 사항, 선택"
DAY18,38,complication,복잡한 문제
DAY18,39,freshness,신선함
DAY18,40,occupancy,(호텔 등의) 이용률
DAY18,41,spot,"발견하다, 찾다, 알아채다, (특정한)장소"
DAY18,42,bite,"물다, 한 입"
DAY18,43,buffet,뷔페
DAY18,44,cafeteria,(회사·학교의)구내식당
DAY18,45,cereal,시리얼
DAY18,46,cookbook,요리책
DAY18,47,delicious,맛있는
DAY18,48,dessert,후식
DAY18,49,dine,식사를 하다
DAY18,50,dining room,식당
DAY18,51,dish,"접시, 요리"
DAY18,52,dishwasher,식기세척기
DAY18,53,dry dishes,접시를 닦다
DAY18,54,garlic,마늘
DAY18,55,meal,식사
DAY18,56,plate,"접시, 그릇"
DAY18,57,pot,(깊은) 냄비
DAY18,58,prepare a meal,식사 준비를 하다
DAY18,59,seafood,해산물
DAY18,60,spicy,매운
DAY18,61,spill,엎지르다
DAY18,62,tasty,맛있는
DAY18,63,whipped cream,휘핑크림
DAY18,64,blend,"섞다, 혼합하다"
DAY18,65,clean,"깨끗한, 청소하다, 깨끗하게 하다"
DAY18,66,fresh,신선한
DAY18,67,recipe,"요리법, 조리법"
DAY18,68,spice,"양념, 향신료"
DAY18,69,taste,"~의 맛을 보다, 시식하다"
DAY18,70,a glass of,~한 잔
DAY18,71,appetizer,"전채요리, 에피타이저"
DAY18,72,bottle,병에 담다
DAY18,73,chop,잘게 썰다
DAY18,74,countertop,"계산대, 조리대"
DAY18,75,diner,식사하는 사람
DAY18,76,dining area,식당
DAY18,77,dining supplies,주방용품
DAY18,78,dust off,먼지를 털다
DAY18,79,food supplier,음식 공급업체
DAY18,80,frosting,설탕을 입힘
DAY18,81,frozen food product,냉동식품
DAY18,82,gather up,주워 모으다
DAY18,83,get the food ready,음식을 준비하다
DAY18,84,grain,곡물
DAY18,85,grill,석쇠
DAY18,86,gusty,(바람이) 세찬
DAY18,87,have a light dinner,저녁을 가볍게 먹다
DAY18,88,have a meal,식사하다
DAY18,89,kettle,주전자
DAY18,90,kitchen appliance,주방용품
DAY18,91,lost and found,분실물 보관소
DAY18,92,order a meal,식사를 주문하다
DAY18,93,patio,"테라스, 베란다"
DAY18,94,patron,고객
DAY18,95,peel off,~의 껍질을 벗기다
DAY18,96,potholder,뜨거운 냄비를 들 때 쓰는 천
DAY18,97,pour,"~을 붓다, ~을 따르다"
DAY18,98,"serving(=helping, portion)","음식 시중, 한 끼 분의 음식"
DAY18,99,set the table,식탁을 차리다
DAY18,100,snack shop,매점
DAY18,101,specialty,"전공, 전문"
DAY18,102,spoil,"상하다, 못쓰게 되다"
DAY18,103,starving,배고픈
DAY18,104,stove,(요리용) 스토브
DAY18,105,tablecloth,식탁보
DAY18,106,take an order,주문을 받다
DAY18,107,teapot,찻주전자
DAY18,108,trial,"재판, 공판"
DAY18,109,unpack,(짐을) 풀다
DAY18,110,valuables,귀중품
DAY18,111,wait for a table,테이블에 자리가 나기를 기다리다
DAY18,112,agreeably,"쾌적하게, 기분 좋게"
DAY18,113,amazed,놀란
DAY18,114,competitiveness,경쟁력
DAY18,115,explain to,~을 설명하다
DAY18,116,organizer,"조직자, 창시자"
DAY18,117,progressively,계속해서
DAY18,118,recognized,"인정된, 알려진"
DAY18,119,refer,"참조하게 하다, 조회하다"
DAY18,120,seemingly,"외견상으로는, 겉보기에는"
DAY18,121,thickly,"두껍게, 두툼하게"
DAY18,122,accommodation,"거처, 숙소, 시설"
DAY18,123,booking,예약
DAY18,124,brew,"끓이다, 양조하다"
DAY18,125,caterer,요리조달자
DAY18,126,catering service,출장 요리 서비스
DAY18,127,eat up,다 먹다
DAY18,128,gently,"다정하게, 부드럽게"
DAY18,129,overnight stay,1박
DAY18,130,parking facility,주차시설
DAY18,131,polish,"~을 닦다, ~의 윤을 내다"
DAY18,132,squeeze,짜다
DAY18,133,suite,(호텔의) 스위트룸
DAY18,134,utensil,"(부엌에서 쓰는) 도구, 기구"
DAY18,135,vegetarian,채식주의자
DAY18,136,vinegar,식초
DAY18,137,wake-up call,모닝콜
DAY18,138,batch,"무리, 집단"
DAY18,139,atrium,중앙홀
DAY18,140,garner,"얻다, 모으다"
DAY18,141,forfeit,(벌로써 권리·재산 등을) 몰수당하다
DAY18,142,wait on,시중을 들다
DAY18,143,batter,반죽
DAY18,144,themed,특정한 테마의 분위기를 살린
DAY18,145,parlor,가게
DAY18,146,grab a bite,간단히 먹다
DAY18,147,gourmet,미식가
DAY18,148,shut down,폐점하다
DAY18,149,garnish,(음식을) 장식하다
DAY18,150,palate,미각
DAY18,151,thriving,"번성하는, 잘 자라는"
DAY18,152,cloakroom,(식당·극장의) 휴대품 보관소
DAY18,153,room attendant,객실 청소부
DAY18,154,as a courtesy,"호의를 담아, 무료로"
DAY18,155,sanitary,위생의
DAY18,156,scoop,"퍼내다, 퍼올리다"
DAY18,157,assorted,"여러 가지 종류의, 다채로운"
DAY18,158,pick up the check,돈을 내다
DAY18,159,meal pass,식권
DAY18,160,culinary,요리의
DAY18,161,indigenous,"지역 고유의, 토착의"
DAY18,162,slurp,소리 내어 마시다
DAY18,163,concierge,(호텔의) 안내인
DAY18,164,sift,체로 치다
DAY18,165,corridor,복도
DAY18,166,double occupancy,2인실 사용
DAY18,167,preheat,(오븐을) 예열하다
DAY18,168,help oneself to the food,"자유로이 먹다, 가져다 먹다"
DAY19,1,decline,"감소,하락,(초대·신청을)거절하다,감소하다,줄다"
DAY19,2,markedly,"현저하게, 눈에 띄게"
DAY19,3,increase,"인상, 증가, 증가하다"
DAY19,4,revenue,수입
DAY19,5,projection,예상(치)
DAY19,6,substantial,상당한
DAY19,7,anticipate,"예상하다, 기대하다"
DAY19,8,significantly,"상당히, 두드러지게"
DAY19,9,estimate,"추정하다, 추산하다, 추정(치), 추산"
DAY19,10,shift,"옮기다, 이동하다, 변화, 교대 근무"
DAY19,11,fee,"요금, 수수료"
DAY19,12,production,"생산량, 생산"
DAY19,13,sale,"매출액, 매상고, (할인) 판매"
DAY19,14,impressive,"굉장한, 인상적인"
DAY19,15,representative,"직원, 외판원, 대표자"
DAY19,16,recent,최근의
DAY19,17,exceed,~을 초과하다
DAY19,18,improvement,향상
DAY19,19,employer,고용주
DAY19,20,regular,"정기적인, 단골의"
DAY19,21,summarize,요약하다
DAY19,22,typically,"보통, 일반적으로"
DAY19,23,whole,"전체의, 온전한"
DAY19,24,growth,"성장, 발전"
DAY19,25,figure,"총액, 합계 수"
DAY19,26,steady,"꾸준한, 안정된"
DAY19,27,frequent,"빈번한, 잦은"
DAY19,28,achieve,"달성하다, 성취하다"
DAY19,29,assumption,"추정, 산정"
DAY19,30,share,"공유하다, 함께 쓰다, 
(생각·경험·감정을 남과) 함께 나누다, 몫, 지분"
DAY19,31,encouraging,"고무적인, 힘을 북돋아 주는"
DAY19,32,incur,"(손실을)입다, (빚을)지다"
DAY19,33,slightly,약간
DAY19,34,profit,"수익, 이익"
DAY19,35,reliant,"의존하는, 의지하는"
DAY19,36,illustrate,"분명히 보여 주다, 설명하다"
DAY19,37,inaccurate,부정확한
DAY19,38,percentage,"비율, 백분율"
DAY19,39,reduce,"줄이다, 감소시키다"
DAY19,40,tend,"~하는 경향이 있다, ~하기 쉽다"
DAY19,41,beyond,"~을 넘어서, ~이상으로"
DAY19,42,booklet,소책자
DAY19,43,by telephone,전화로
DAY19,44,from now,"지금부터, 앞으로"
DAY19,45,frying pan,프라이팬
DAY19,46,go shopping,쇼핑하다
DAY19,47,goods,상품
DAY19,48,lesson,"수업, 교훈"
DAY19,49,midday,정오
