day,no,word,meaning
DAY30,11,participate,"참여하다, 참가하다"
DAY30,12,recommend,"권고하다, 추천하다"
DAY30,13,necessary,필요한
DAY30,14,ability,능력
DAY30,15,operation,수술
DAY30,16,cleanliness,청결
DAY30,17,duration,"지속 기간, 지속"
DAY30,18,examination,"진찰, 검사"
DAY30,19,eliminate,제거하다
DAY30,20,easily,쉽게
DAY30,21,dental,치과의
DAY30,22,dietary,"식이 요법의, 규정식의"
DAY30,23,related,관련된
DAY30,24,transmit,전염시키다
DAY30,25,periodically,주기적으로
DAY30,26,reaction,반응
DAY30,27,simple,단순한
DAY30,28,coverage,"(보험의) 보상 범위, (신문 등의) 보도, 취재 범위"
DAY30,29,exposure,노출
DAY30,30,pharmaceutical,"제약의, 약학의"
DAY30,31,premium,보험료
DAY30,32,relieve,완화시키다
DAY30,33,combination,"결합, 연합"
DAY30,34,conscious,"알고 있는, 자각하고 있는"
DAY30,35,deprivation,"박탈, 상실"
DAY30,36,health,"건강, (사회·기관의) 번영, 안녕"
DAY30,37,induce,유발하다
DAY30,38,insurance,보험
DAY30,39,nutrition,영양
DAY30,40,prevention,예방
DAY30,41,susceptible,"~에 감염되기 쉬운, 영향 받기 쉬운"
DAY30,42,uncomfortably,"불쾌하게, 불편하게"
DAY30,43,allergic,"알레르기가 있는, 알레르기의"
DAY30,44,blind,눈이 먼
DAY30,45,cavity,충치
DAY30,46,cold,"감기, 추위, 추운"
DAY30,47,cosmetic,"미용의, 화장의"
DAY30,48,feel sick,"몸이 찌뿌드드하다, 메스껍다"
DAY30,49,fitness,건강 상태
DAY30,50,gym,체육관
DAY30,51,have an injection,주사를 맞다
DAY30,52,medical facility,의료시설
DAY30,53,raincoat,비옷
DAY30,54,surgery,수술
DAY30,55,toothache,치통
DAY30,56,treat,치료하다
DAY30,57,vision,시력
DAY30,58,workout,운동
DAY30,59,beat,(심장·맥박이) 뛰다
DAY30,60,blink,눈을 깜박이다
DAY30,61,cure,"치료, 치료하다"
DAY30,62,disease,질병
DAY30,63,healing,치료의
DAY30,64,internal,내부의
DAY30,65,lung,"폐, 허파"
DAY30,66,organ,(신체)기관
DAY30,67,remedy,"치료법, 의약"
DAY30,68,stomachache,복통
DAY30,69,well-being,(건강과)행복
DAY30,70,aging,나이 들어가는
DAY30,71,ankle sprain,발목 접질림
DAY30,72,back injury,허리부상
DAY30,73,be on a special diet,특수 식이 요법 중이다
DAY30,74,blood pressure,혈압
DAY30,75,blood supply,혈액 공급
DAY30,76,buzzing,"윙윙 소리를 내는, 와글거리는"
DAY30,77,doctor's appointment,진료 예약
DAY30,78,emergency room,응급실
DAY30,79,get some exercise,운동하다
DAY30,80,heart ailment,심장병
DAY30,81,heart attack,심장마비
DAY30,82,heart disease,심장질환
DAY30,83,injection,주사
DAY30,84,insomnia,불면증
DAY30,85,lean back,뒤로 기대다
DAY30,86,lose weight,살이 빠지다
DAY30,87,maternity ward,산부인과 병동
DAY30,88,patient's record,환자의 의료 기록
DAY30,89,physical examination,신체검사
DAY30,90,physical therapy,물리 치료
DAY30,91,resist,"참다, 견디다, 저항하다"
DAY30,92,sneeze,재채기 하다
DAY30,93,surgical instrument,수술도구
DAY30,94,tablet,알약
DAY30,95,take effect,효과가 나타나다
DAY30,96,take medication,약을 복용하다
DAY30,97,take some medicine,약을 먹다
DAY30,98,terminal,"말기의, 불치의"
DAY30,99,vaccination,"백신, 예방 접종"
DAY30,100,watch over,"보호하다, 지키다"
DAY30,101,consequently,"그 결과, 따라서"
DAY30,102,harmful,"해로운, 유해한"
DAY30,103,maximize,극대화하다
DAY30,104,medicinal,"약용의, 치유력이 있는"
DAY30,105,patiently,"끈기 있게, 참을성 있게"
DAY30,106,recover,(건강이) 회복되다
DAY30,107,resemble,"~을 닮다, ~과 공통점이 있다"
DAY30,108,ultimately,"마침내, 결국"
DAY30,109,urgently,급히
DAY30,110,visualize,시각화하다
DAY30,111,antibiotic,항생제
DAY30,112,asthma,천식
DAY30,113,athletic skill,운동능력
DAY30,114,chronic,만성의
DAY30,115,contagious,전염성의
DAY30,116,diabetes,당뇨병
DAY30,117,donor,기증자
DAY30,118,dosage,1회분 복용량
DAY30,119,dose,(약의) 1회 복용량
DAY30,120,eradicate,"근절하다, 뿌리뽑다"
DAY30,121,exhale,숨을 내쉬다
DAY30,122,first aid,응급처치
DAY30,123,food poisoning,식중독
DAY30,124,forbid,금지하다
DAY30,125,genetic research,유전학 연구
DAY30,126,germ,세균
DAY30,127,hiccup,딸꾹질
DAY30,128,hygiene,위생
DAY30,129,immune,면역의
DAY30,130,infection,감염
DAY30,131,infectious disease,전염병
DAY30,132,inhale,숨을 들이마시다
DAY30,133,overdose,과다복용
DAY30,134,painkiller,진통제
DAY30,135,paralysis,마비
DAY30,136,pulse,맥박
DAY30,137,robust,"튼튼한, 강건한"
DAY30,138,refill,(약을) 재조제하다
DAY30,139,intuitively,직관적으로
DAY30,140,dehydration,탈수(증)
DAY30,141,vocation,"직업, 천직, 사명감"
DAY30,142,quarantine,격리
DAY30,143,outpatient clinic,외래 환자 진료소
DAY30,144,acute,(통증이) 심한
DAY30,145,life span,수명
DAY30,146,get a prescription filled,처방전을 조제 받다
DAY30,147,epidemic,전염성의
DAY30,148,over-the-counter medicine,처방전 없이 살 수 있는 약
DAY30,149,blurry,흐릿한
DAY30,150,life expectancy,평균 수명
DAY30,151,practitioner,전문의
DAY30,152,insistent,"끈질긴, 강요하는"
DAY30,153,palpitations,비정상적으로 빠른 심장 박동
DAY30,154,respire,호흡하다
DAY30,155,compressed,"압축된, 압착된, 간결한"
DAY30,156,sterilize,살균하다
DAY30,157,milestone,"획기적인 사건, 중요한 단계"
DAY30,158,deter,"단념시키다, 막다"
DAY30,159,recuperate,"회복하다, 건강을 되찾다"
DAY30,160,wing,"별관, 부속 건물"
DAY30,161,on an empty stomach,공복에
DAY30,162,be on medication,약물 치료 중이다
DAY30,163,plausible,그럴듯한
DAY30,164,prolonged,"장기의, 오래 끄는"
DAY30,165,elderly,나이 든
DAY30,166,perspire,땀을 흘리다
DAY30,167,respiratory system,호흡 기관
DAY30,168,recurring,되풀이하여 반복하는
DAY4,1,lax,"(행동 등이)느슨한, 규율에 못 미치는"
DAY4,2,procrastinate,"미루다, 꾸물거리다"
DAY4,3,combined,"결합된, 합동의"
DAY4,4,accomplish,성취하다
DAY4,5,voluntarily,자발적으로
DAY4,6,undertake,(일을) 떠맡다
DAY4,7,assume,"(증거는 없으나)사실이라고 생각하다,
(책임〮역할을) 맡다"
DAY4,8,occasionally,"가끔, 때때로"
DAY4,9,employee,"직원, 고용인"
DAY4,10,assist,"돕다, 조력하다"
DAY4,11,satisfied,"만족하는, 만족스러워하는"
DAY4,12,manner,"방식, 태도"
DAY4,13,responsible,"책임이 있는, 책임져야 할"
DAY4,14,conduct,"(업무의) 수행, (업무 등을)수행하다"
DAY4,15,adjust,적응하다
DAY4,16,personnel,"(집합적)직원, 인원, 인사과"
DAY4,17,agree,동의하다
DAY4,18,supervise,"감독하다, 지도하다"
DAY4,19,coworker,"동료, 협력자"
DAY4,20,direct,"~에게 길을 안내하다, 가르쳐주다"
DAY4,21,confidential,"기밀의, 내밀한"
DAY4,22,assign,"배정하다, 할당하다"
DAY4,23,leading,"지도, 통솔, 선도적인, 일류의, 가장 중요한, 선두적인"
DAY4,24,formal,격식을 갖춘
DAY4,25,remove,"해임하다, 제거하다"
DAY4,26,collect,"모으다, 수집하다"
DAY4,27,coordinate,조정하다
DAY4,28,hardly,거의~하지 않다
DAY4,29,abstract,"추상적인, 막연한"
DAY4,30,directory,주소록
DAY4,31,accountable,책임이 있는
DAY4,32,skillfully,"능숙하게, 솜씨있게"
DAY4,33,exclusive,"독점적인, 배타적인"
DAY4,34,intention,"의지, 의향"
DAY4,35,transform,"바꾸다, 변모시키다"
DAY4,36,respectful,"정중한, 존중하는"
DAY4,37,duplicate,사본
DAY4,38,contrary,반대
DAY4,39,disturbing,"충격적인, 불안감을 주는, 방해하는"
DAY4,40,engage,"관여하다, 종사하다"
DAY4,41,foster,"촉진하다, 육성하다"
DAY4,42,neutrality,"중립성, 중립"
DAY4,43,widely,널리
DAY4,44,externally,"외부에서, 외부적으로"
DAY4,45,bookcase,"책장, 책꽂이"
DAY4,46,bookshelf,책꽂이
DAY4,47,case,(특정한 상황의)경우
DAY4,48,central office,중앙 사무실
DAY4,49,copy machine,복사기
DAY4,50,fax,팩스
DAY4,51,file folder,서류철
DAY4,52,greet,"~에게 인사하다, ~를 환영하다"
DAY4,53,handwriting,"(개인의) 글씨, 필체"
DAY4,54,keypad,(전화 〮계산기 등의) 소형 키보드
DAY4,55,knife,칼
DAY4,56,log on to,~에 로그인하다
DAY4,57,online,"인터넷에 접속된, 온라인으로"
DAY4,58,photocopier,복사기
DAY4,59,photocopy,"복사, 복사하다"
DAY4,60,print out,(프린터로)출력하다
DAY4,61,right away,"즉시, 당장"
DAY4,62,spell,"철자를 쓰다, 철자를 말하다"
DAY4,63,wrap,"싸다, 감싸다"
DAY4,64,fold,접다
DAY4,65,least,"가장 작은, 가장 적은"
DAY4,66,paper,서류
DAY4,67,planning,"계획, 입안"
DAY4,68,post,"붙이다, 공고하다"
DAY4,69,press the button,버튼을 누르다
DAY4,70,server,"서빙하는 사람, (컴퓨터의)서버"
DAY4,71,store opening,"개점, 개장"
DAY4,72,task,"일, 직무"
DAY4,73,be satisfied with,~에 만족하다
DAY4,74,be seated,"앉다, 앉아 있다"
DAY4,75,be surrounded by,~에 둘러싸이다
DAY4,76,business contacts,사업상 아는 사람 또는 회사
DAY4,77,chairperson,의장
DAY4,78,copy editor,원고 정리 편집자
DAY4,79,deep end,수심이 깊은 쪽
DAY4,80,double-sided,양면의
DAY4,81,drawer,서랍
DAY4,82,get one's approval,~의 승인을 받다
DAY4,83,halfway,"중간에, 중간의"
DAY4,84,hand over,~을 건네주다
DAY4,85,in a pile,수북이 쌓인
DAY4,86,it could have been worse.,이만하니 다행이다.
DAY4,87,just in time,겨우 시간에 맞춰
DAY4,88,literacy,읽고 쓰는 능력
DAY4,89,litter,"쓰레기, 어지르다, 흐트러뜨리다"
DAY4,90,make a selection,선정하다
DAY4,91,make room for,~을 위해 공간을 마련하다
DAY4,92,out of paper,종이가 다 떨어진
DAY4,93,raise one's hand,손을 들다
DAY4,94,report a problem,문제점을 보고하다
DAY4,95,sort,"종류, 분류하다"
DAY4,96,stationery,문구류
DAY4,97,take another look,다시 한번 보다
DAY4,98,take A out,A를 꺼내다
DAY4,99,typewriter,타자기
DAY4,100,work in groups,여러 명이 작업하다
DAY4,101,writing pad,(한 장씩 떼어 쓰는 노트)
DAY4,102,anticipation,"예상, 기대"
DAY4,103,automobile,자동차
DAY4,104,be asked to do,~하도록 요청받다
DAY4,105,be paid for,~에 대해 보수를 받다
DAY4,106,be qualified for,~을 위한 자격을 갖추다
DAY4,107,casual,"격식을 차리지 않는, 평상복의"
DAY4,108,draft,"초안을 작성하다, 초안"
DAY4,109,draw on,"~을 이용하다, ~에 의지하다"
DAY4,110,excuse,"변명, 이유, 용서하다"
DAY4,111,head office,(회사의) 본사
DAY4,112,in anticipation of,~을 예상하고
DAY4,113,in light of,"~을 고려하여,~에 비추어"
DAY4,114,instrument,"도구, 기계, 악기"
DAY4,115,popularly,일반적으로
DAY4,116,regarding,~에 관하여
DAY4,117,routinely,"일상적으로, 정기적으로"
DAY4,118,standing,"고정적인, 상설의"
DAY4,119,supplementary,"보충의, 추가의"
DAY4,120,work overtime,초과 근무를 하다
DAY4,121,workplace,작업장
DAY4,122,acting,"대리의, 직무대행의, 연기"
DAY4,123,be full of,~으로 가득하다
DAY4,124,convert A to B,A를 B로 바꾸다
DAY4,125,count on,"~을 믿다, ~에 의지하다"
DAY4,126,fill with,~으로 가득차다
DAY4,127,get along with,~와 사이좋게 지내다
DAY4,128,go down the steps,계단을 내려가다
DAY4,129,key to success,성공의 길
DAY4,130,lose one's temper,화를 내다
DAY4,131,make a copy,복사하다
DAY4,132,obsess about,~에 대해 강박 관념을 갖다
DAY4,133,overtime hours,초과 근무 시간
DAY4,134,personal effects,"개인 소지품, 개인 소유물"
DAY4,135,reunion,친목회
DAY4,136,sales representative,"영업 담당자, 판매 직원"
DAY4,137,seamless(=without trouble),"(끊어짐이 없이) 매끄러운, 문제 없는"
DAY4,138,submit A to B,A를 B에게 제출하다
DAY4,139,succeed in -ing,~에 성공하다
DAY4,140,time-consuming,시간이 많이 걸리는
DAY4,141,bookkeeping,부기
DAY4,142,have one's hands full,몹시 바쁘다
DAY4,143,make on outside call,외부로 전화를 걸다
DAY4,144,motivation,"이유, 동기"
DAY4,145,newly listed,새로 목록에 오른
DAY4,146,prioritize,우선적으로 처리하다
DAY4,147,sit in alternate seats,한자리 씩 건너 앉다
DAY4,148,written authorization,서면 결재
DAY4,149,written consent,서면 동의
DAY4,150,acquaintance,"아는 사람, 아는 사이"
DAY4,151,dimension,"규모, 크기, 차원, 관점"
DAY4,152,directive,"지시하는, 지배적인"
DAY4,153,discerning,통찰력이 있는
DAY4,154,elegantly,"우아하게, 고상하게"
DAY4,155,expectant,기대하고 있는
DAY4,156,invaluable,"매우 유용한, 귀중한"
DAY4,157,propel,"나아가게 하다, 몰아가다"
DAY4,158,realization,"깨달음, 자각, 인식"
DAY4,159,recline,"기대다, 눕다, (의자가)젖혀지다"
DAY4,160,repository,저장소
DAY4,161,respective,"각각의, 저마다의"
DAY4,162,spontaneously,"자발적으로, 자연 발생적으로"
DAY4,163,trivial,"사소한, 하찮은"
DAY4,164,turn in,"(실적·수익 등을) 올리다, 제출하다"
DAY4,165,ambiance(=ambience),(장소의) 분위기
DAY4,166,aspiration,"포부, 열망"
DAY4,167,creditable,"훌륭한, 칭찬할만한"
DAY4,168,eminent,"저명한, 탁월한"
DAY5,1,sophisticated,"(기계가)정교한, 복잡한, 세련된"
DAY5,2,timely,"시기적절한, 때를 맞춘"
DAY5,3,realistically,현실적으로
DAY5,4,promptly,"즉시, 정각에"
DAY5,5,accessible,"출입할 수 있는, 이용할 수 있는"
DAY5,6,implement,"실시하다, 실행하다"
DAY5,7,feedback,"의견, 반응"
DAY5,8,outstanding,"우수한, (부채 등이)미지불 된"
DAY5,9,inform,~에게 알리다
DAY5,10,replacement,"교체, 후임자"
DAY5,11,announcement,"공고, 발표"
DAY5,12,department,(조직 및 기구의) 부서
DAY5,13,permanently,"영구적으로, 불변으로"
DAY5,14,fulfill,"(조건을) 만족시키다, (약속 및 의무 등을) 지키다, 이행하다"
DAY5,15,outline,"개요, 설명하다, 약술하다"
DAY5,16,explain,설명하다
DAY5,17,contain,포함하다
DAY5,18,compile,"(자료 등을) 편집하다, 모으다"
DAY5,19,subsequent,"차후의, 그 다음의"
DAY5,20,overview,"개요, 개관"
DAY5,21,provider,"공급자, 제공자"
DAY5,22,matter,"중요하다, 문제되다, 문제, 일"
DAY5,23,expertise,"전문 지식, 전문 기술"
DAY5,24,demonstrate,"증명하다, (모형 〮실험 등으로) 설명하다"
DAY5,25,remainder,나머지
DAY5,26,essential,"필수적인, 극히 중요한, 본질적인"
DAY5,27,divide,"분배하다, 나누다"
DAY5,28,major,"주요한, 중대한"
DAY5,29,compliance,(명령 〮 법규에의) 준수
DAY5,30,clarify,명확하게 하다
DAY5,31,face,"표면, 외관, (문제 등에) 직면하다, 향하다, 마주보다"
DAY5,32,follow,"~을 따라가다, 주시하다, (분명히) 이해하다"
DAY5,33,aspect,"관점, 국면"
DAY5,34,apparently,"보기에 ~한 듯한, 외관상으로는"
DAY5,35,aware,"알고 있는, 인식하고 있는"
DAY5,36,extended,"(기간 등을)연장한, 장기간에 걸친"
DAY5,37,accidentally,"뜻하지 않게, 우연히"
DAY5,38,advisable,"바람직한, 합당한"
DAY5,39,concerned,"염려하는, 걱정하는, 관련된"
DAY5,40,speak,이야기하다
DAY5,41,briefcase,서류 가방
DAY5,42,business trip,출장
DAY5,43,come over,"방문하다, 오다"
DAY5,44,counter,"계산대, 반대의"
DAY5,45,e-mail,"이메일, 이메일을 보내다"
DAY5,46,filing cabinet,서류 정리 캐비닛
DAY5,47,folder,서류철
DAY5,48,headache,두통
DAY5,49,internship,"인턴 신분, 인턴 기간"
DAY5,50,redo,다시 하다
DAY5,51,routine,"판에 박힌 일, 정기적인"
DAY5,52,table lamp,탁상 전기스탠드
DAY5,53,thanks to,~덕택에
DAY5,54,timetable,시간표
DAY5,55,window display,쇼윈도의 상품 진열
DAY5,56,chief,"주된, (직급상)최고위자인, (단체의) 최고위자"
DAY5,57,conceal,감추다
DAY5,58,correct,"맞는, 정정하다"
DAY5,59,economic,경제의
DAY5,60,embrace,"받아들이다, 포용하다"
DAY5,61,expected,예상되는
DAY5,62,forum,토론회
DAY5,63,instead of,~대신에
DAY5,64,mission,임무
DAY5,65,programming,방송 편성
DAY5,66,remaining,남아 있는
DAY5,67,rush,서두르다
DAY5,68,unfortunately,"불행하게도, 유감스럽게도"
DAY5,69,archive,기록보관소
DAY5,70,be unwilling to do,~하기를 꺼리다
DAY5,71,be up late,늦게까지 깨어있다
DAY5,72,blackout,정전
DAY5,73,board meeting,임원 회의
DAY5,74,board of directors,이사회
DAY5,75,cross one's arms,팔짱 끼다
DAY5,76,depressing,우울한
DAY5,77,drag,~을 끌다
DAY5,78,flod in half,반으로 접다
DAY5,79,fold up,접어 개다
DAY5,80,frighten,놀라게 하다
DAY5,81,keep going,"계속 살아가다, 계속 견디다"
DAY5,82,long-term,장기(長期)의
DAY5,83,look up to,~를 존경하다
DAY5,84,make a presentation,발표하다
DAY5,85,make a revision,수정하다
DAY5,86,make an error,실수를 범하다
DAY5,87,meet the deadline,마감일을 맞추다
DAY5,88,meet the requirements,요구조건을 충족시키다
DAY5,89,mess up,(계획을) 망치다
DAY5,90,My schedule doesn't permit it.,일정상 불가능하다.
DAY5,91,obvious,"명백한, 뻔한"
DAY5,92,office supplies,사무용품
DAY5,93,overlook,"간과하다, 내려다보다"
DAY5,94,overnight,"밤새, 하루밤 동안"
DAY5,95,papers,"서류, 논문"
DAY5,96,proofread,교정보다
DAY5,97,rearrange,"(일정을) 조정하다, 재배열하다"
DAY5,98,recondition,수리하다
DAY5,99,rest one's chin on one's hand,손으로 턱을 괴다
DAY5,100,stool,(등받이가 없는) 의자
DAY5,101,timecard,근무 시간 기록표
DAY5,102,wipe,"(문질러)닦다, 훔쳐내다"
DAY5,103,work additional hours,추가 근무를 하다
DAY5,104,work shift,근무 교대
DAY5,105,burdensome,"부담스러운, 힘든"
DAY5,106,circulate,"순환하다, 순환시키다"
DAY5,107,commend,칭찬하다
DAY5,108,company,"동료, 일행, 손님, 회사"
DAY5,109,discourage,~를 낙담시키다
DAY5,110,distraction,"집중을 방해하는 것, 
머리를 식히게 하는 것"
DAY5,111,failure,"(기계 따위의) 고장, 파손"
DAY5,112,followed by,"뒤이어, 잇달아"
DAY5,113,interruption,"중단, 방해"
DAY5,114,make sure,확인하다
DAY5,115,mislabeled,라벨이 잘못 붙여진
DAY5,116,observant,"관찰력 있는, 준수하는"
DAY5,117,persuade,설득하다
DAY5,118,proposed,제안된
DAY5,119,rephrase,바꾸어 말하다
DAY5,120,scarcely,"거의~하지 않다, 겨우"
DAY5,121,concisely,간결하게
DAY5,122,disapproval,반대
DAY5,123,disapprove,반대하다
DAY5,124,do A a favor,A를 도와주다
DAY5,125,do a good job,일을 잘 해내다
DAY5,126,draw a distinction between,~사이에 구별을 짓다
DAY5,127,exposed,"노출된, 드러난"
DAY5,128,intensive,집중적인
DAY5,129,problematic,"문제가 있는, 확실치 않은"
DAY5,130,project coordinator,프로젝트 책임자
DAY5,131,project management,프로젝트 관리
DAY5,132,seating capacity,"좌석 수, 좌석 수용 능력"
DAY5,133,take care of,"~를 돌보다, 책임지다"
DAY5,134,take on,(역할·일을) 떠맡다
DAY5,135,tremendous,거대한
DAY5,136,under the new management,새경영진 하에서
DAY5,137,astute,기민한
DAY5,138,bring along,"~을 데리고 가다, ~을 갖고 가다"
DAY5,139,compartment,"구획, 칸막이"
DAY5,140,give way to,~에게 양보하다
DAY5,141,overwork,"과로, 과로하다"
DAY5,142,put down,"~을 내려놓다, ~을 적다"
DAY5,143,reach the solution,해결하다
DAY5,144,recharge,재충전하다
DAY5,145,smock,"기다란 셔츠, 작업복"
DAY5,146,accessibility,접근가능성
DAY5,147,coordinator,조정자
DAY5,148,customary,통상적인
DAY5,149,disrupt,"방해하다, 중단시키다"
DAY5,150,elevate,승진시키다
DAY5,151,formality,"형식상의 절차, 형식적인 일"
DAY5,152,restraint,"억제, 금지"
DAY5,153,sign out,서명하여 외출을 기록하다
DAY5,154,undeniable,부인할 수 없는
DAY5,155,violation,"위반, 위배"
DAY5,156,aggravate,악화시키다
DAY5,157,contingency,"불의의 사태, 뜻밖의 일"
DAY5,158,draw the line at,"~에 선을 긋다, ~이상은 하지 않다"
DAY5,159,draw up,문서를 작성하다
DAY5,160,evacuate,(집·장소에서) 대피하다
DAY5,161,in commemoration of,~을 기념하여
DAY5,162,on probation,견습으로
DAY5,163,overestimate,과대평가하다
DAY5,164,privilege,"특권, 특전"
DAY5,165,restructure,구조조정을 하다
DAY5,166,segregate A from B,A를 b로부터 분리하다
DAY5,167,trigger,"야기하다, 유발하다"
DAY5,168,wary of,~을 조심하는
DAY6,1,rest,"쉬다, 휴식을 취하다, 휴식, 나머지"
DAY6,2,exhibition,전시회
DAY6,3,celebrity,"유명 인사, 명사"
DAY6,4,live,(라디오 · TV가) 생방송인
DAY6,5,improvise,"(연주 · 연설 등을) 즉흥적으로 하다, 즉석에서 만들다"
DAY6,6,popular,인기 있는
DAY6,7,donation,"기증, 기부"
DAY6,8,alumni,"동창생들, 졸업생들"
DAY6,9,present,"제시하다, 현재의, 참석한"
DAY6,10,admission,입장
DAY6,11,banquet,"연회, 만찬"
DAY6,12,anniversary,기념일
DAY6,13,required,"필수의, 의무적인"
DAY6,14,succeed,"성공하다, 뒤를 잇다"
DAY6,15,collection,"소장품, 수집물, 징수, 수금"
DAY6,16,fund-raising,모금
DAY6,17,resume,"재개하다, 다시 시작하다"
DAY6,18,issue,"(출판물의)제~호, 문제, 쟁점"
DAY6,19,subscription,(정기 발행물의)구독
DAY6,20,appear,"나타나다, 출현하다"
DAY6,21,accompany,"동행하다, 동반하다"
DAY6,22,edition,(간행물의) 판
DAY6,23,specifically,"명확하게, 분명히, 특히, 특별히"
DAY6,24,anonymous,"익명의, 이름을 모르는"
DAY6,25,commit,"헌신하다, 전념하다"
DAY6,26,informative,"유익한, 정보를 주는"
DAY6,27,audience,"청중, 관중"
DAY6,28,author,"작가, 저자"
DAY6,29,note,"주목하다, 특별히 언급하다"
DAY6,30,antique,골동품
DAY6,31,manuscript,원고
DAY6,32,beneficial,"유익한, 이로운"
DAY6,33,upcoming,"곧 있을, 다가오는"
DAY6,34,lend,빌려주다
DAY6,35,current,"현재의, 현행의, 통용되는"
DAY6,36,local,"지방의, 고장의"
DAY6,37,variety,"다양성, 변화, 종류, 품종"
DAY6,38,advocate,옹호자
DAY6,39,contributor,"기고가, 공헌자"
DAY6,40,defy,"저항하다, (설명 · 묘사 등이) 거의 불가능하다"
DAY6,41,fascinating,"매혹적인, 황홀한"
DAY6,42,showing,"(영화 · 연극의) 상영, 전시"
DAY6,43,backpack,배낭
DAY6,44,bike,"자전거, 오토바이"
DAY6,45,cabin,"조종실, 통나무집"
DAY6,46,climb a mountain,산에 오르다
DAY6,47,film festival,영화제
DAY6,48,fishing,낚시
DAY6,49,gallery,"화랑, 미술관"
DAY6,50,invitation,초대
DAY6,51,lawn,"잔디, 잔디밭"
DAY6,52,paint,"물감, 그림을 그리다"
DAY6,53,painting,"그림, 회화"
DAY6,54,play cards,카드놀이를 하다
DAY6,55,public library,공공 도서관
DAY6,56,race,"경주, 경주하다"
DAY6,57,resort,리조트
DAY6,58,theater,극장
DAY6,59,watch a film,영화를 보다
DAY6,60,adventure,모험
DAY6,61,art museum,미술관
DAY6,62,begin,시작하다
DAY6,63,bring,가져오다
DAY6,64,care for,"~를 돌보다, ~를 좋아하다"
DAY6,65,concert,콘서트
DAY6,66,length,길이
DAY6,67,leisure,여가
DAY6,68,librarian,"도서관원, 사서"
DAY6,69,menu,"메뉴, 음식, 요리"
DAY6,70,sightseeing,관광
DAY6,71,amusement park,놀이동산
DAY6,72,ancient history,고대 역사
DAY6,73,artifact,공예품
DAY6,74,auditorium,강당
DAY6,75,be booked up,"예약이 차다, 매진되다"
DAY6,76,box office,매표소
DAY6,77,cheerful,"쾌활한, 명랑한"
DAY6,78,choir,합창단
DAY6,79,entertain,"즐겁게 하다, 대접하다, 환대하다"
DAY6,80,flower arrangement,꽃꽃이
DAY6,81,flower bed,화단
DAY6,82,go to a film,영화 보러 가다
DAY6,83,grip,"꽉 잡다, 움켜잡다"
DAY6,84,have a race,경주하다
DAY6,85,jog along the street,길을 따라 조깅하다
DAY6,86,musical instrument,악기
DAY6,87,oar,"노, 노를 젓다, 물장구를 치다"
DAY6,88,oil painting,유화
DAY6,89,outdoor,야외의
DAY6,90,paddle,"노, 노를 젓다, 물장구를 치다"
DAY6,91,premiere,"특별 개봉, 초연"
DAY6,92,rake leaves,(갈퀴로) 낙엽을 긁어모으다
DAY6,93,recreational activity,오락 활동
DAY6,94,right,"권리, 바른, 옳은"
DAY6,95,running time,(영화) 상영 시간
DAY6,96,sail a boat,보트를 타고 항해하다
DAY6,97,slide down,미끄러져 내려가다
DAY6,98,splash,(물을) 튀기다
DAY6,99,sport tournament,운동 경기
DAY6,100,stadium,경기장
DAY6,101,stay up,(잠을 자지 않고) 일어나 있다
DAY6,102,stroll,"한가롭게 거닐다, 산책하다"
DAY6,103,take a break,잠깐 휴식을 취하다
DAY6,104,take A for a walk,A를 산책에 데려가다
DAY6,105,take a photograph,사진을 찍다
DAY6,106,take a walk,산책하다
DAY6,107,take great pleasure,큰 즐거움을 찾다
DAY6,108,touch up a photograph,사진을 조금 수정하다
DAY6,109,vacation package,"휴가 패키지, 여행 패키지"
DAY6,110,wait for seats,자리를 기다리다
DAY6,111,wait in line,줄을 서서 기다리다
DAY6,112,water the plants,화초에 물을 주다
DAY6,113,amuse,"재미있게 하다, 즐겁게 하다"
DAY6,114,artistic,예술적인
DAY6,115,donate,기부하다
DAY6,116,even though,비록~일지라도
DAY6,117,exhibit,"전시회, 전시하다"
DAY6,118,free admission,무료입장
DAY6,119,make oneself at home,편히 쉬다
DAY6,120,municipal,"자치 도시의, 시립의"
DAY6,121,owed,(돈을) 빚지고 있는
DAY6,122,several,"몇몇의, 몇 개의"
DAY6,123,spectator,관중
DAY6,124,usher,(극장 등의)좌석 안내원
DAY6,125,win a contest,대회에서 이기다
DAY6,126,admission to,~로 입장
DAY6,127,contestant,"경기자, 경쟁자"
DAY6,128,delight,기쁨
DAY6,129,do one's hair,머리 손질하다
DAY6,130,enjoyable,"재미있는, 즐거운"
DAY6,131,group rate,단체 요금
DAY6,132,head for,~로 향하다
DAY6,133,out of order,고장 난
DAY6,134,periodical,"정기 간행물, 주기적인"
DAY6,135,playing field,경기장
DAY6,136,register for,~에 등록하다
DAY6,137,show up,"나타나다, 돋보이게 하다"
DAY6,138,take a tour,"여행하다, 둘러보다"
DAY6,139,be in line,줄서다
DAY6,140,for change,기분 전환으로
DAY6,141,pass the time,"시간을 보내다, 시간을 떼우다"
DAY6,142,pose,"자세를 취하다, (사진 등을 위한)자세"
DAY6,143,stay tuned,채널을 고정시키다
DAY6,144,vacate,"집을 비우다, 방을 비우다"
DAY6,145,appreciative,감사하는
DAY6,146,casually,"(복장을)캐주얼하게, 약식으로"
DAY6,147,enlightening,"계몽적인, 깨우치는"
DAY6,148,enthusiastically,"열광적으로, 매우 열심히"
